batch_index,start_sample,accuracy,drift_detected
836,83600,1.0,True
837,83700,0.99,True
838,83800,1.0,True
839,83900,1.0,True
840,84000,1.0,True
841,84100,1.0,True
842,84200,0.99,True
843,84300,0.95,True
844,84400,1.0,True
845,84500,1.0,True
846,84600,0.99,True
847,84700,0.99,True
848,84800,1.0,True
849,84900,0.99,True
850,85000,1.0,True
851,85100,0.96,True
852,85200,0.99,True
853,85300,1.0,True
854,85400,0.99,True
855,85500,1.0,True
856,85600,0.98,True
857,85700,1.0,True
858,85800,0.98,True
859,85900,1.0,True
860,86000,1.0,True
861,86100,1.0,True
862,86200,1.0,True
863,86300,0.99,True
864,86400,0.98,True
865,86500,0.99,True
866,86600,0.99,True
867,86700,0.98,True
868,86800,1.0,True
869,86900,1.0,True
870,87000,0.98,True
871,87100,1.0,True
872,87200,0.99,True
873,87300,0.99,True
874,87400,1.0,True
875,87500,1.0,True
876,87600,1.0,True
877,87700,0.98,True
878,87800,1.0,True
879,87900,0.98,True
880,88000,0.98,True
881,88100,0.99,True
882,88200,1.0,True
883,88300,1.0,True
884,88400,1.0,True
885,88500,0.99,True
886,88600,0.99,True
887,88700,1.0,True
888,88800,0.98,True
889,88900,0.99,True
890,89000,0.97,True
891,89100,0.99,True
892,89200,1.0,True
893,89300,1.0,True
894,89400,0.99,True
895,89500,1.0,True
896,89600,0.99,True
897,89700,0.99,True
898,89800,1.0,True
899,89900,0.99,True
900,90000,0.99,True
901,90100,1.0,True
902,90200,0.99,True
903,90300,1.0,True
904,90400,1.0,True
905,90500,1.0,True
906,90600,0.98,True
907,90700,0.99,True
908,90800,0.99,True
909,90900,0.99,True
910,91000,0.99,True
911,91100,0.99,True
912,91200,1.0,True
913,91300,1.0,True
914,91400,0.99,True
915,91500,1.0,True
916,91600,0.97,True
917,91700,0.98,True
918,91800,1.0,True
919,91900,0.99,True
920,92000,1.0,True
921,92100,1.0,True
922,92200,1.0,True
923,92300,0.99,True
924,92400,0.98,True
925,92500,1.0,True
926,92600,0.99,True
927,92700,0.98,True
928,92800,1.0,True
929,92900,1.0,True
930,93000,1.0,True
931,93100,0.98,True
932,93200,1.0,True
933,93300,1.0,True
934,93400,1.0,True
935,93500,0.99,True
936,93600,1.0,True
937,93700,1.0,True
938,93800,1.0,True
939,93900,1.0,True
940,94000,0.98,True
941,94100,0.96,True
942,94200,1.0,True
943,94300,0.99,True
944,94400,0.99,True
945,94500,1.0,True
946,94600,1.0,True
947,94700,0.95,True
948,94800,1.0,True
949,94900,0.99,True
950,95000,1.0,True
951,95100,0.97,True
952,95200,0.97,True
953,95300,0.97,True
954,95400,0.98,True
955,95500,1.0,True
956,95600,1.0,True
957,95700,1.0,True
958,95800,1.0,True
959,95900,1.0,True
960,96000,1.0,True
961,96100,0.98,True
962,96200,0.99,True
963,96300,1.0,True
964,96400,1.0,True
965,96500,0.99,True
966,96600,0.99,True
967,96700,0.97,True
968,96800,0.96,True
969,96900,1.0,True
970,97000,0.97,True
971,97100,0.99,True
972,97200,0.95,True
973,97300,1.0,True
974,97400,1.0,True
975,97500,1.0,True
976,97600,0.98,True
977,97700,1.0,True
978,97800,1.0,True
979,97900,0.97,True
980,98000,1.0,True
981,98100,1.0,True
982,98200,1.0,True
983,98300,0.95,True
984,98400,1.0,True
985,98500,1.0,True
986,98600,1.0,True
987,98700,0.99,True
988,98800,0.99,True
989,98900,1.0,True
990,99000,1.0,True
991,99100,1.0,True
992,99200,1.0,True
993,99300,0.99,True
994,99400,0.99,True
995,99500,0.97,True
996,99600,1.0,True
997,99700,1.0,True
998,99800,0.99,True
999,99900,0.95,True
1000,100000,0.96,True
1001,100100,0.98,True
1002,100200,1.0,True
1003,100300,1.0,True
1004,100400,1.0,True
1005,100500,0.99,True
1006,100600,1.0,True
1007,100700,1.0,True
1008,100800,1.0,True
1009,100900,1.0,True
1010,101000,1.0,True
1011,101100,0.98,True
1012,101200,0.99,True
1013,101300,1.0,True
1014,101400,1.0,True
1015,101500,1.0,True
1016,101600,1.0,True
1017,101700,1.0,True
1018,101800,1.0,True
1019,101900,1.0,True
1020,102000,0.98,True
1021,102100,0.97,True
1022,102200,1.0,True
1023,102300,0.98,True
1024,102400,1.0,True
1025,102500,1.0,True
1026,102600,0.97,True
1027,102700,1.0,True
1028,102800,1.0,True
1029,102900,1.0,True
1030,103000,0.99,True
1031,103100,1.0,True
1032,103200,0.99,True
1033,103300,0.99,True
1034,103400,1.0,True
1035,103500,0.98,True
1036,103600,0.99,True
1037,103700,1.0,True
1038,103800,1.0,True
1039,103900,0.97,True
1040,104000,1.0,True
1041,104100,1.0,True
1042,104200,0.98,True
1043,104300,0.99,True
1044,104400,0.98,True
1045,104500,0.98,True
1046,104600,0.99,True
1047,104700,1.0,True
1048,104800,0.99,True
1049,104900,0.99,True
1050,105000,0.99,True
1051,105100,1.0,True
1052,105200,1.0,True
1053,105300,1.0,True
1054,105400,1.0,True
1055,105500,1.0,True
1056,105600,0.99,True
1057,105700,1.0,True
1058,105800,0.99,True
1059,105900,1.0,True
1060,106000,0.29,True
1061,106100,0.29,True
1062,106200,0.36,True
1063,106300,0.25,True
1064,106400,0.3,True
1065,106500,0.3,True
1066,106600,0.28,True
1067,106700,0.32,True
1068,106800,0.28,True
1069,106900,0.32,True
1070,107000,0.2,True
1071,107100,0.3,True
1072,107200,0.34,True
1073,107300,0.38,True
1074,107400,0.39,True
1075,107500,0.3,True
1076,107600,0.26,True
1077,107700,0.37,True
1078,107800,0.37,True
1079,107900,0.3,True
1080,108000,0.24,True
1081,108100,0.15,True
1082,108200,0.29,True
1083,108300,0.36,True
1084,108400,0.32,True
1085,108500,0.22,True
1086,108600,0.32,True
1087,108700,0.2,True
1088,108800,0.25,True
1089,108900,0.32,True
1090,109000,0.27,True
1091,109100,0.3,True
1092,109200,0.19,True
1093,109300,0.31,True
1094,109400,0.29,True
1095,109500,1.0,True
1096,109600,0.99,True
1097,109700,0.98,True
1098,109800,0.96,True
1099,109900,1.0,True
1100,110000,1.0,True
1101,110100,1.0,True
1102,110200,1.0,True
1103,110300,0.99,True
1104,110400,1.0,True
1105,110500,1.0,True
1106,110600,0.99,True
1107,110700,1.0,True
1108,110800,0.95,True
1109,110900,0.99,True
1110,111000,0.99,True
1111,111100,1.0,True
1112,111200,0.99,True
1113,111300,1.0,True
1114,111400,1.0,True
1115,111500,0.99,True
1116,111600,0.98,True
1117,111700,1.0,True
1118,111800,0.98,True
1119,111900,0.99,True
1120,112000,1.0,True
1121,112100,0.96,True
1122,112200,1.0,True
1123,112300,1.0,True
1124,112400,0.99,True
1125,112500,1.0,True
1126,112600,0.98,True
1127,112700,0.99,True
1128,112800,1.0,True
1129,112900,0.97,True
1130,113000,0.98,True
1131,113100,1.0,True
1132,113200,1.0,True
1133,113300,1.0,True
1134,113400,1.0,True
1135,113500,0.99,True
1136,113600,1.0,True
1137,113700,0.99,True
1138,113800,0.99,True
1139,113900,1.0,True
1140,114000,1.0,True
1141,114100,0.98,True
1142,114200,1.0,True
1143,114300,1.0,True
1144,114400,0.99,True
1145,114500,0.94,True
1146,114600,1.0,True
1147,114700,0.97,True
1148,114800,0.98,True
1149,114900,1.0,True
1150,115000,0.99,True
1151,115100,1.0,True
1152,115200,1.0,True
1153,115300,1.0,True
1154,115400,1.0,True
1155,115500,1.0,True
1156,115600,1.0,True
1157,115700,0.99,True
1158,115800,1.0,True
1159,115900,1.0,True
1160,116000,1.0,True
1161,116100,1.0,True
1162,116200,1.0,True
1163,116300,1.0,True
1164,116400,1.0,True
1165,116500,0.99,True
1166,116600,0.99,True
1167,116700,1.0,True
1168,116800,1.0,True
1169,116900,1.0,True
1170,117000,0.99,True
1171,117100,1.0,True
1172,117200,0.99,True
1173,117300,1.0,True
1174,117400,1.0,True
1175,117500,1.0,True
1176,117600,0.97,True
1177,117700,0.98,True
1178,117800,0.99,True
1179,117900,1.0,True
1180,118000,1.0,True
1181,118100,0.99,True
1182,118200,0.97,True
1183,118300,0.95,True
1184,118400,1.0,True
1185,118500,1.0,True
1186,118600,1.0,True
1187,118700,1.0,True
1188,118800,0.99,True
1189,118900,1.0,True
1190,119000,1.0,True
1191,119100,0.99,True
1192,119200,0.99,True
1193,119300,0.99,True
1194,119400,1.0,True
1195,119500,0.99,True
1196,119600,1.0,True
1197,119700,0.99,True
1198,119800,1.0,True
1199,119900,0.99,True
1200,120000,0.97,True
1201,120100,1.0,True
1202,120200,0.97,True
1203,120300,0.99,True
1204,120400,1.0,True
1205,120500,1.0,True
1206,120600,1.0,True
1207,120700,0.99,True
1208,120800,1.0,True
